physician_profile_id,physician_first_name,physician_last_name,submitting_applicable_manufacturer_or_applicable_gpo_name,total_amount_of_payment_usdollars,date_of_payment,nature_of_payment_or_transfer_of_value
117994,JEFFREY,DANTO,Integra LifeSciences Corporation,33.94,7/31/2020,Food and Beverage
117994,JEFFREY,DANTO,Integra LifeSciences Corporation,16.4,8/19/2020,Food and Beverage
5062,JEFFREY,DECKEY,Integra LifeSciences Corporation,47.33,2/21/2020,Food and Beverage
308675,JEFFREY,DEREN,Integra LifeSciences Corporation,20.5,6/25/2020,Food and Beverage
308675,JEFFREY,DEREN,Integra LifeSciences Corporation,21.13,10/16/2020,Food and Beverage
308675,JEFFREY,DEREN,Integra LifeSciences Corporation,32.8,4/30/2020,Food and Beverage
1100552,JEFFREY,DESANO,Integra LifeSciences Corporation,142.65,9/8/2020,Food and Beverage
29966,JEFFREY,DESANTIS,Integra LifeSciences Corporation,29.52,11/2/2020,Food and Beverage
105185,JEFFREY,EATON,Integra LifeSciences Corporation,18.65,9/2/2020,Food and Beverage
896,JEFFREY,GLASS,Integra LifeSciences Corporation,26.73,3/11/2020,Food and Beverage
80403,JEFFREY,GUSENOFF,Integra LifeSciences Corporation,87.26,3/5/2020,Food and Beverage
80403,JEFFREY,GUSENOFF,Integra LifeSciences Corporation,11.41,5/14/2020,Food and Beverage
80403,JEFFREY,GUSENOFF,Integra LifeSciences Corporation,16.4,8/11/2020,Food and Beverage
80403,JEFFREY,GUSENOFF,Integra LifeSciences Corporation,11.43,9/11/2020,Food and Beverage
80403,JEFFREY,GUSENOFF,Integra LifeSciences Corporation,25.9,10/10/2020,Food and Beverage
18608,JEFFREY,HARRIS,Integra LifeSciences Corporation,14.13,7/31/2020,Food and Beverage
37209,JEFFREY,HENKE,Integra LifeSciences Corporation,18.54,11/4/2020,Food and Beverage
490178,JEFFREY,HOROWITZ,Integra LifeSciences Corporation,24.35,1/14/2020,Food and Beverage
1064544,JEFFREY,KEIM,Integra LifeSciences Corporation,11.86,2/26/2020,Food and Beverage
1144946,JEFFREY,KLEIN,Integra LifeSciences Corporation,20.06,10/29/2020,Food and Beverage
27878,JEFFREY,LANFORD,Integra LifeSciences Corporation,24.44,1/6/2020,Food and Beverage
198739,JEFFREY,LAURENT,Integra LifeSciences Corporation,26.92,2/11/2020,Food and Beverage
198739,JEFFREY,LAURENT,Integra LifeSciences Corporation,49.34,3/11/2020,Food and Beverage
881464,JEFFREY,MACKLER,Integra LifeSciences Corporation,27.38,3/10/2020,Food and Beverage
2358036,JEFFREY,MARKEY,Integra LifeSciences Corporation,26.57,2/14/2020,Food and Beverage
292725,JEFFREY,MARKS,Integra LifeSciences Corporation,15.95,3/5/2020,Food and Beverage
225364,JEFFREY,MASIN,Integra LifeSciences Corporation,15.99,3/18/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,17.05,1/8/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,47.05,2/5/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,70.33,2/19/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,142.07,3/12/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,21.45,6/4/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,55.23,9/18/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,14.76,12/2/2020,Food and Beverage
749919,JEFFREY,MCALISTER,Integra LifeSciences Corporation,72.03,12/9/2020,Food and Beverage
1129655,JEFFREY,MICH,Integra LifeSciences Corporation,13.65,2/21/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,15.03,1/31/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,12.83,4/6/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,66.35,7/1/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,44.65,7/22/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,4.86,9/25/2020,Food and Beverage
968679,JEFFREY,ROITH,Integra LifeSciences Corporation,28.3,10/23/2020,Food and Beverage
120874,JEFFREY,ROSS,Integra LifeSciences Corporation,28.86,3/12/2020,Food and Beverage
359640,JEFFREY,ROTH,Integra LifeSciences Corporation,122.28,2/13/2020,Food and Beverage
315879,JEFFREY,SMITH,Integra LifeSciences Corporation,27.56,8/28/2020,Food and Beverage
179488,JEFFREY,STEVENS,Integra LifeSciences Corporation,11.94,9/4/2020,Food and Beverage
55270,JEFFREY,TENNER,Integra LifeSciences Corporation,140.86,3/12/2020,Food and Beverage
55270,JEFFREY,TENNER,Integra LifeSciences Corporation,5,3/6/2020,Food and Beverage
81019,JEFFREY,THOMAS,Integra LifeSciences Corporation,15.13,8/13/2020,Food and Beverage
81019,JEFFREY,THOMAS,Integra LifeSciences Corporation,24.44,1/6/2020,Food and Beverage
98929,JEFFREY,TRAVIS,Integra LifeSciences Corporation,25.59,1/28/2020,Food and Beverage
207702,JEFFREY,TSENG,Integra LifeSciences Corporation,24.75,1/13/2020,Food and Beverage
289917,JEFFREY,WALDROP,Integra LifeSciences Corporation,17.19,9/3/2020,Food and Beverage
1391187,JEFFREY,WEBER,Integra LifeSciences Corporation,147.54,8/27/2020,Food and Beverage
1390640,JEFFREY,WEILAND,Integra LifeSciences Corporation,16.91,6/18/2020,Food and Beverage
303637,JEFFREY,YAO,Integra LifeSciences Corporation,15,11/18/2020,Food and Beverage
263780,JEFFREY,YUNG,Integra LifeSciences Corporation,15.73,2/4/2020,Food and Beverage
263780,JEFFREY,YUNG,Integra LifeSciences Corporation,14.5,2/27/2020,Food and Beverage
263780,JEFFREY,YUNG,Integra LifeSciences Corporation,16.71,9/1/2020,Food and Beverage
7221665,JEFFY,ROY,Integra LifeSciences Corporation,19.41,2/24/2020,Food and Beverage
4221273,JEHANZAB,SIDDIQUI,Integra LifeSciences Corporation,15.68,9/24/2020,Food and Beverage
1388078,JENNA,KAZIL,Integra LifeSciences Corporation,19.98,9/12/2020,Food and Beverage
6825613,JENNA,THUMAN,Integra LifeSciences Corporation,14.37,11/11/2020,Food and Beverage
96066,JENNIFER,BUCHANAN,Integra LifeSciences Corporation,31,11/6/2020,Food and Beverage
570780,JENNIFER,CHEESBOROUGH,Integra LifeSciences Corporation,119.52,1/15/2020,Food and Beverage
190126,JENNIFER,FICHTER,Integra LifeSciences Corporation,22.22,10/16/2020,Food and Beverage
190126,JENNIFER,FICHTER,Integra LifeSciences Corporation,16.84,11/10/2020,Food and Beverage
190126,JENNIFER,FICHTER,Integra LifeSciences Corporation,18.9,10/30/2020,Food and Beverage
487612,JENNIFER,FOSTER,Integra LifeSciences Corporation,13.97,1/29/2020,Food and Beverage
487612,JENNIFER,FOSTER,Integra LifeSciences Corporation,18.17,10/22/2020,Food and Beverage
97238,JENNIFER,GERTEISEN,Integra LifeSciences Corporation,18.01,2/27/2020,Food and Beverage
446308,JENNIFER,HOFFMAN,Integra LifeSciences Corporation,27.27,12/9/2020,Food and Beverage
251816,JENNIFER,HSU,Integra LifeSciences Corporation,23.13,7/20/2020,Food and Beverage
521860,JENNIFER,JOLLEY,Integra LifeSciences Corporation,34.66,7/9/2020,Food and Beverage
8100,JENNIFER,KIRCHENS,Integra LifeSciences Corporation,27.38,3/10/2020,Food and Beverage
2786668,JENNIFER,KOSTY,Integra LifeSciences Corporation,33.61,10/12/2020,Food and Beverage
789477,JENNIFER,LISHER,Integra LifeSciences Corporation,11,2/4/2020,Food and Beverage
466733,JENNIFER,MCCALLISTER,Integra LifeSciences Corporation,32.47,10/30/2020,Food and Beverage
136114,JENNIFER,PAPPALARDO,Integra LifeSciences Corporation,23.58,11/30/2020,Food and Beverage
136114,JENNIFER,PAPPALARDO,Integra LifeSciences Corporation,84.7,2/27/2020,Food and Beverage
1278491,JENNIFER,WATERMAN,Integra LifeSciences Corporation,12.93,12/16/2020,Food and Beverage
585248,JENNY,LAM,Integra LifeSciences Corporation,19.63,8/12/2020,Food and Beverage
585248,JENNY,LAM,Integra LifeSciences Corporation,15,11/18/2020,Food and Beverage
562362,JENSEN,JENSEN,Integra LifeSciences Corporation,84.88,2/12/2020,Food and Beverage
1311537,JEREMIAH,DREISBACH,Integra LifeSciences Corporation,14.83,2/27/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,28.87,1/20/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,17,1/23/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,6.83,1/29/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,13.12,2/21/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,63,3/3/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,22.63,3/4/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,23.18,3/5/2020,Food and Beverage
212969,JEREMIAH,GRAFF,Integra LifeSciences Corporation,32.53,6/11/2020,Food and Beverage
196387,JEREMY,ALBIN,Integra LifeSciences Corporation,15.94,8/5/2020,Food and Beverage
883603,JEREMY,CAUDILL,Integra LifeSciences Corporation,73.09,10/29/2020,Food and Beverage
2788907,JEREMY,CHAN,Integra LifeSciences Corporation,23.09,10/28/2020,Food and Beverage
2791388,JEREMY,CHIDESTER,Integra LifeSciences Corporation,11.35,8/12/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,27.13,1/24/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,17.26,1/25/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,23.35,1/25/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,15.34,1/25/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,20.76,1/25/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,5.52,2/10/2020,Food and Beverage
152723,JEREMY,CHRISTENSEN,Integra LifeSciences Corporation,19.7,2/14/2020,Food and Beverage
1103458,JEREMY,DAHLENBURG,Integra LifeSciences Corporation,84.88,2/12/2020,Food and Beverage
251513,JEREMY,DAVIS,Integra LifeSciences Corporation,19.33,9/2/2020,Food and Beverage
222771,JEREMY,GOVERMAN,Integra LifeSciences Corporation,45.64,10/20/2020,Food and Beverage
386309,JEREMY,PERSE,Integra LifeSciences Corporation,59.25,3/8/2020,Food and Beverage
386309,JEREMY,PERSE,Integra LifeSciences Corporation,116.57,3/13/2020,Food and Beverage
386309,JEREMY,PERSE,Integra LifeSciences Corporation,43.85,3/13/2020,Food and Beverage
386309,JEREMY,PERSE,Integra LifeSciences Corporation,125.18,3/14/2020,Food and Beverage
371750,JEREMY,POWERS,Integra LifeSciences Corporation,142.65,9/8/2020,Food and Beverage
5701100,JEREMY,RUSKIN,Integra LifeSciences Corporation,34.65,11/12/2020,Food and Beverage
341192,JEREMY,SIMPLER,Integra LifeSciences Corporation,18.94,12/21/2020,Food and Beverage
1371968,JEREMY,SOMERSON,Integra LifeSciences Corporation,26.73,1/30/2020,Food and Beverage
478840,JEREMY,WEINER,Integra LifeSciences Corporation,23.05,3/6/2020,Food and Beverage
478840,JEREMY,WEINER,Integra LifeSciences Corporation,34.66,7/9/2020,Food and Beverage
216163,JEROME,GRABER,Integra LifeSciences Corporation,104.7,1/31/2020,Food and Beverage
230406,JEROME,RICCIARDI,Integra LifeSciences Corporation,60.29,2/25/2020,Food and Beverage
230406,JEROME,RICCIARDI,Integra LifeSciences Corporation,29.41,1/21/2020,Food and Beverage
750250,JEROME,VOLK,Integra LifeSciences Corporation,24.47,7/29/2020,Food and Beverage
1395398,JERROD,STEIMLE,Integra LifeSciences Corporation,141.57,2/26/2020,Food and Beverage
1331721,JERRY,CHAO,Integra LifeSciences Corporation,11.7,2/13/2020,Food and Beverage
1331721,JERRY,CHAO,Integra LifeSciences Corporation,12.54,10/5/2020,Food and Beverage
1331721,JERRY,CHAO,Integra LifeSciences Corporation,23.38,10/30/2020,Food and Beverage
302699,JERRY,FABRIKANT,Integra LifeSciences Corporation,22.86,7/25/2020,Food and Beverage
32294,JERRY,LIDDELL,Integra LifeSciences Corporation,24.13,6/17/2020,Food and Beverage
32294,JERRY,LIDDELL,Integra LifeSciences Corporation,19.02,10/15/2020,Food and Beverage
102132,JERRY,PERLMUTTER,Integra LifeSciences Corporation,14.76,10/6/2020,Food and Beverage
102132,JERRY,PERLMUTTER,Integra LifeSciences Corporation,18.77,11/11/2020,Food and Beverage
102132,JERRY,PERLMUTTER,Integra LifeSciences Corporation,18.33,11/16/2020,Food and Beverage
310517,JERRY,SHEEN,Integra LifeSciences Corporation,19.51,8/6/2020,Food and Beverage
7964394,JERRY,WALTERS,Integra LifeSciences Corporation,24.09,8/28/2020,Food and Beverage
1299606,JESSE,PEURIFOY,Integra LifeSciences Corporation,23.72,9/18/2020,Food and Beverage
5702677,JESSE,QUALLIOTINE,Integra LifeSciences Corporation,14.13,7/31/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,14.05,1/24/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,74.68,2/13/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,24.41,2/20/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,124.28,6/28/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,25.08,8/6/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,150,1/23/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,24.95,1/23/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,150,1/23/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,72.53,1/23/2020,Food and Beverage
200021,JESSE,SELBER,Integra LifeSciences Corporation,145.02,1/23/2020,Food and Beverage
1249169,JESSE,SMITH,Integra LifeSciences Corporation,146.15,11/18/2020,Food and Beverage
1352913,JESSICA,BURGESS,Integra LifeSciences Corporation,32.57,3/6/2020,Food and Beverage
964436,JESSICA,DITTO,Integra LifeSciences Corporation,12.13,2/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,17.26,1/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,23.35,1/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,63.49,1/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,15.34,1/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,20.76,1/25/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,39.02,2/19/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,13.07,7/8/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,15.27,8/29/2020,Food and Beverage
1360913,JESSICA,FINK,Integra LifeSciences Corporation,15.78,8/30/2020,Food and Beverage
890591,JESSICA,FISHER,Integra LifeSciences Corporation,14.85,8/13/2020,Food and Beverage
1398468,JESSICA,KEELEY,Integra LifeSciences Corporation,28.68,8/14/2020,Food and Beverage
191411,JESSICA,KENNARD,Integra LifeSciences Corporation,57.69,3/3/2020,Food and Beverage
108588,JESSICA,LEWIS,Integra LifeSciences Corporation,13.26,7/15/2020,Food and Beverage
2791933,JESSICA,OLSON,Integra LifeSciences Corporation,16.95,9/21/2020,Food and Beverage
4388765,JESSICA,RANDOLPH,Integra LifeSciences Corporation,14.35,3/10/2020,Food and Beverage
4388765,JESSICA,RANDOLPH,Integra LifeSciences Corporation,13.3,9/15/2020,Food and Beverage
4388765,JESSICA,RANDOLPH,Integra LifeSciences Corporation,18.11,11/12/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,125.91,2/20/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,10.37,4/3/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,10.86,6/16/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,7.3,6/17/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,8.33,7/30/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,3.06,9/28/2020,Food and Beverage
267566,JESSICA,TAULMAN-YOUNG,Integra LifeSciences Corporation,5.04,9/30/2020,Food and Beverage
1031734,JESSICA,VAVRA,Integra LifeSciences Corporation,13.8,11/2/2020,Food and Beverage
768146,JESSIE,DICKENS,Integra LifeSciences Corporation,21.46,7/29/2020,Food and Beverage
1329570,JESSIN,HELMRICK-BLOSSOM,Integra LifeSciences Corporation,13.43,3/18/2020,Food and Beverage
23072,JESUS,SOSA,Integra LifeSciences Corporation,22.22,10/16/2020,Food and Beverage
23072,JESUS,SOSA,Integra LifeSciences Corporation,16.84,11/10/2020,Food and Beverage
23072,JESUS,SOSA,Integra LifeSciences Corporation,18.9,10/30/2020,Food and Beverage
8444867,JI,YANG,Integra LifeSciences Corporation,122.21,2/7/2020,Food and Beverage
8444867,JI,YANG,Integra LifeSciences Corporation,32.17,9/17/2020,Food and Beverage
3925973,JI WOO,LEE,Integra LifeSciences Corporation,138.38,1/6/2020,Food and Beverage
693467,JIA,OOI,Integra LifeSciences Corporation,13.87,3/18/2020,Food and Beverage
4438800,JIASHAN,WANG,Integra LifeSciences Corporation,12.53,7/7/2020,Food and Beverage
2789367,JIBONG,LEI,Integra LifeSciences Corporation,100.01,2/7/2020,Food and Beverage
2789367,JIBONG,LEI,Integra LifeSciences Corporation,10.62,5/1/2020,Food and Beverage
2789367,JIBONG,LEI,Integra LifeSciences Corporation,55.34,9/26/2020,Food and Beverage
2789367,JIBONG,LEI,Integra LifeSciences Corporation,13,9/26/2020,Food and Beverage
2789367,JIBONG,LEI,Integra LifeSciences Corporation,8.86,12/23/2020,Food and Beverage
135860,JIGNESH,UNADKAT,Integra LifeSciences Corporation,17.05,8/13/2020,Food and Beverage
10795,JIHAD,ABBAS,Integra LifeSciences Corporation,12,8/20/2020,Food and Beverage
10795,JIHAD,ABBAS,Integra LifeSciences Corporation,16.65,8/20/2020,Food and Beverage
241323,JIHAD,MUSTAPHA,Integra LifeSciences Corporation,12.85,2/5/2020,Food and Beverage
241323,JIHAD,MUSTAPHA,Integra LifeSciences Corporation,41.22,2/12/2020,Food and Beverage
3173563,JILL,EYSAMAN-WALKER,Integra LifeSciences Corporation,13.58,10/15/2020,Food and Beverage
4221272,JILLIAN,CABAI,Integra LifeSciences Corporation,12.76,3/9/2020,Food and Beverage
8491908,JILLIAN,IRWIN,Integra LifeSciences Corporation,19.63,6/30/2020,Food and Beverage
8491908,JILLIAN,IRWIN,Integra LifeSciences Corporation,27.38,11/3/2020,Food and Beverage
1372230,JILLIAN,MCLAUGHLIN,Integra LifeSciences Corporation,19.67,10/2/2020,Food and Beverage
93819,JIMMY,HAOUILOU,Integra LifeSciences Corporation,12.63,9/1/2020,Food and Beverage
938230,JIMMY,SEESE,Integra LifeSciences Corporation,28.33,9/30/2020,Food and Beverage
33045,JIMMY,THOMAS,Integra LifeSciences Corporation,18.82,11/18/2020,Food and Beverage
1354428,JIMMY,VAN,Integra LifeSciences Corporation,15.78,2/1/2020,Food and Beverage
1354428,JIMMY,VAN,Integra LifeSciences Corporation,27.22,9/16/2020,Food and Beverage
1354428,JIMMY,VAN,Integra LifeSciences Corporation,122.77,11/7/2020,Food and Beverage
451356,JOAN,WILLIAMS,Integra LifeSciences Corporation,101.77,8/26/2020,Food and Beverage
153917,JOANNA,SHUMAN,Integra LifeSciences Corporation,140.5,1/15/2020,Food and Beverage
29997,JOANNE,BALKARAN,Integra LifeSciences Corporation,15.23,3/12/2020,Food and Beverage
171818,JOANNE,LENERT,Integra LifeSciences Corporation,12.54,10/5/2020,Food and Beverage
171818,JOANNE,LENERT,Integra LifeSciences Corporation,23.38,10/30/2020,Food and Beverage
317557,JODIE,HARPER,Integra LifeSciences Corporation,13.17,1/22/2020,Food and Beverage
317557,JODIE,HARPER,Integra LifeSciences Corporation,125.91,2/20/2020,Food and Beverage
317557,JODIE,HARPER,Integra LifeSciences Corporation,10.37,4/3/2020,Food and Beverage
